0.02	6.00E+04	8.60E+04	5.30E+04	4.50E+04	2.80E+04	2.90E+04	2.50E+04
0.01	6.60E+04	5.60E+04	5.10E+04	7.10E+04	6.00E+04	7.20E+04	8.20E+04
0.005	6.10E+04	7.60E+04	7.20E+04	8.60E+04	5.90E+04	8.30E+04	1.30E+05
0	5.60E+04	8.30E+04	7.20E+04	6.70E+04	1.16E+05	1.34E+05	1.44E+05

