64	1150000	1080000	58000	10000	1000	200	500
32	1250000	400000	170000	29000	7400	900	500
16	1330000	380000	370000	105000	49000	1400	700
8	1100000	1750000	530000	221000	47000	8500	5100
2	1250000	300000	330000	380000	148000	157000	20000
0.25	1420000	620000	520000	420000	135000	141000	173000
0.0625	1320000	1020000	600000	450000	340000	190000	235000
0	1210000	1240000	670000	1620000	1110000	1340000	2220000

