0.05	8.40E+05	4.90E+05	3.00E+05	2.30E+05	2.90E+05	2.80E+05	1.50E+05
0.025	1.23E+06	1.47E+06	4.80E+05	2.40E+05	6.00E+05	2.10E+05	2.50E+05
0.0125	9.30E+05	5.30E+05	4.80E+05	4.80E+05	4.20E+05	4.20E+05	6.90E+05
0.00625	1.15E+06	3.20E+05	5.00E+05	6.00E+05	7.00E+05	9.00E+05	1.09E+06
0.003125	5.50E+05	3.80E+05	6.30E+05	6.70E+05	6.30E+05	1.06E+06	1.62E+06
0.00156	5.00E+05	2.20E+05	5.60E+05	8.70E+05	1.09E+06	9.10E+05	1.49E+06
0.00078	3.50E+05	4.50E+05	6.40E+05	6.70E+05	1.01E+06	9.00E+05	1.89E+06
0	3.10E+05	6.10E+05	3.70E+05	6.00E+05	8.80E+05	9.70E+05	1.99E+06

