0.05	3.72E+05	2.40E+05	1.80E+05	1.50E+05	1.14E+05	5.30E+04	7.90E+04
0.025	4.30E+05	3.20E+05	3.60E+05	3.90E+05	1.82E+05	6.10E+04	1.96E+05
0.0125	1.79E+05	2.00E+05	3.10E+05	4.00E+05	3.20E+05	4.50E+05	2.00E+05
0.00625	2.90E+04	3.30E+05	4.10E+05	6.20E+05	6.20E+05	3.10E+05	8.60E+05
0.003125	3.60E+05	1.25E+05	4.00E+05	4.40E+05	3.50E+05	2.40E+05	4.60E+05
0.00156	4.90E+05	1.65E+05	4.30E+05	4.30E+05	3.30E+05	2.20E+05	1.00E+06
0.00078	3.60E+05	1.46E+05	3.30E+05	5.70E+05	3.80E+05	4.80E+05	6.10E+05
0	2.70E+05	1.73E+05	5.10E+05	4.90E+05	4.60E+05	4.50E+05	7.10E+05
